,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,correct_labels,predicted_labels
3525,-118.14,34.18,47.0,3457.0,622.0,1700.0,579.0,3.5164,<1H OCEAN,22.65,21.603026609253362
3526,-121.23,37.79,21.0,1922.0,373.0,1130.0,372.0,4.0815,INLAND,11.79,15.095823449280761
3527,-117.18,32.69,44.0,2819.0,514.0,1258.0,503.0,4.4777,NEAR OCEAN,45.28,27.757025807748846
3528,-118.07,33.79,34.0,2473.0,383.0,967.0,353.0,5.8283,<1H OCEAN,36.24,31.044856191465335
3529,-119.64,34.43,34.0,3045.0,570.0,1002.0,488.0,5.622999999999999,<1H OCEAN,50.0001,37.451789256776095
3530,-122.18,37.75,46.0,941.0,218.0,621.0,195.0,1.325,NEAR BAY,8.71,12.70316188236035
3531,-118.02,34.11,39.0,1504.0,280.0,718.0,261.0,4.625,INLAND,21.9,21.84886782873938
3532,-118.31,34.02,52.0,1173.0,284.0,814.0,295.0,2.45,<1H OCEAN,11.14,18.886052340292537
3533,-122.41,37.8,52.0,1724.0,416.0,1016.0,395.0,3.3839,NEAR BAY,40.0,24.23073866586452
3534,-117.94,33.77,33.0,2964.0,747.0,2235.0,718.0,3.2591,<1H OCEAN,17.59,19.775809934573726
3535,-122.73,38.44,20.0,2919.0,508.0,1711.0,500.0,3.875,<1H OCEAN,14.03,19.09866302769175
3536,-118.1,33.96,36.0,1184.0,240.0,946.0,232.0,4.0357,<1H OCEAN,16.25,19.281585934537805
3537,-117.5,33.93,19.0,4741.0,835.0,2903.0,796.0,4.3723,INLAND,13.56,15.163876459401925
3538,-117.96,33.82,29.0,2176.0,468.0,1632.0,428.0,3.707,<1H OCEAN,18.04,18.55349482527137
3539,-117.22,32.73,38.0,3966.0,768.0,1640.0,729.0,3.8409,NEAR OCEAN,29.14,26.542129627318097
3540,-118.0,33.91,19.0,5166.0,770.0,2374.0,753.0,5.979,<1H OCEAN,28.52,27.671742963329677
3541,-117.25,34.15,30.0,1770.0,380.0,990.0,348.0,3.3,INLAND,9.76,13.18619120283321
3542,-122.59,38.78,15.0,764.0,145.0,366.0,143.0,3.375,INLAND,10.31,14.542048967461385
3543,-121.98,37.25,19.0,755.0,93.0,267.0,99.0,15.0,<1H OCEAN,50.0001,50.0001
3544,-121.39,38.51,19.0,1808.0,375.0,758.0,320.0,2.0062,INLAND,9.2,9.04228551457488
3545,-122.18,37.15,17.0,1457.0,289.0,591.0,235.0,5.5785,NEAR OCEAN,28.41,31.740545042135093
3546,-121.89,37.3,46.0,2639.0,448.0,938.0,424.0,5.0662,<1H OCEAN,33.16,33.17276571548361
3547,-118.31,34.03,29.0,2438.0,867.0,2114.0,753.0,0.8351,<1H OCEAN,15.0,13.622487341652935
3548,-118.32,33.87,28.0,3763.0,762.0,1967.0,724.0,5.3244,<1H OCEAN,27.19,29.06668185038277
3549,-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,NEAR BAY,8.75,14.23661577690553
3550,-119.04,35.31,11.0,2161.0,371.0,1267.0,388.0,4.1957,INLAND,9.27,13.968195519418163
3551,-118.63,34.2,19.0,7411.0,1045.0,2814.0,950.0,6.7785,<1H OCEAN,33.61,33.457695179070946
3552,-120.44,34.97,22.0,1619.0,360.0,1509.0,384.0,1.7941,<1H OCEAN,11.03,13.034323700702389
3553,-119.03,35.33,21.0,3057.0,698.0,1627.0,680.0,2.7083,INLAND,8.47,13.933046160821519
3554,-118.03,34.01,10.0,6531.0,1036.0,2975.0,1018.0,6.2319,<1H OCEAN,40.37,28.59382294187217
3555,-121.06,38.98,14.0,2267.0,355.0,1140.0,369.0,4.7019,INLAND,21.28,12.251193481741625
3556,-122.39,37.78,3.0,3464.0,1179.0,1441.0,919.0,4.7105,NEAR BAY,27.5,33.24225622072634
3557,-122.26,37.9,52.0,1927.0,279.0,705.0,288.0,7.8864,NEAR BAY,35.73,41.30590399077542
3558,-122.05,37.38,24.0,2424.0,501.0,1367.0,507.0,4.072,<1H OCEAN,36.42,23.909109232977393
3559,-121.89,37.42,26.0,40.0,8.0,52.0,7.0,7.7197,<1H OCEAN,22.5,30.651982692030575
3560,-123.21,39.2,17.0,3145.0,693.0,1560.0,647.0,2.2926,<1H OCEAN,14.93,16.45695846594147
3561,-119.74,34.45,29.0,2526.0,388.0,1092.0,409.0,6.0597,<1H OCEAN,38.31,33.67684214875341
3562,-118.62,34.18,25.0,3124.0,468.0,1241.0,439.0,6.4044,<1H OCEAN,33.31,32.41962772044326
3563,-117.75,34.08,33.0,1067.0,194.0,600.0,201.0,4.0368,INLAND,13.91,16.32249653467798
3564,-121.42,38.63,42.0,1385.0,273.0,740.0,274.0,2.6055,INLAND,7.800000000000001,10.860312093366026
3565,-117.4,33.76,8.0,1954.0,330.0,973.0,321.0,4.4875,INLAND,24.91,15.744911817704516
3566,-118.45,37.7,15.0,2199.0,453.0,899.0,347.0,2.35,INLAND,10.78,3.1381540666513708
3567,-117.74,33.51,29.0,1720.0,269.0,612.0,258.0,7.8239,<1H OCEAN,50.0001,39.74690486673791
3568,-119.25,36.56,35.0,1675.0,373.0,1131.0,316.0,1.6722,INLAND,5.91,4.566676631709974
3569,-117.58,33.66,4.0,3305.0,644.0,1693.0,597.0,5.2497,<1H OCEAN,21.5,24.008898789045087
3570,-122.07,37.44,21.0,4599.0,986.0,2756.0,943.0,2.9817,NEAR BAY,22.5,18.422771083226298
3571,-120.11,39.24,21.0,3005.0,574.0,385.0,150.0,3.1193,INLAND,15.33,12.481028549603641
3572,-117.59,33.43,14.0,3223.0,484.0,1230.0,488.0,6.5964,NEAR OCEAN,35.88,31.80302990284443
3573,-122.61,38.42,13.0,7731.0,1360.0,2543.0,1249.0,4.6957,<1H OCEAN,25.98,29.43247809931939
3574,-117.36,33.97,32.0,1625.0,335.0,1212.0,327.0,2.7596,INLAND,8.22,9.0753346668428
3575,-122.35,37.97,43.0,2178.0,482.0,1545.0,471.0,2.5863,NEAR BAY,11.22,16.66920306795371
3576,-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,<1H OCEAN,47.5,18.664024414735167
3577,-122.15,37.69,36.0,1501.0,287.0,703.0,276.0,3.8864,NEAR BAY,19.73,23.605338870538247
3578,-122.32,37.52,26.0,4042.0,591.0,1611.0,578.0,8.4693,NEAR OCEAN,41.92,41.635713530522864
3579,-118.71,34.3,23.0,1983.0,280.0,978.0,287.0,6.3199,<1H OCEAN,23.67,28.704041654215132
3580,-118.53,34.18,26.0,4175.0,885.0,2118.0,778.0,4.2083,<1H OCEAN,24.03,24.759857317516605
3581,-117.38,34.13,13.0,2903.0,510.0,1844.0,510.0,3.7198,INLAND,11.29,10.364805445826025
3582,-121.25,37.96,26.0,2205.0,478.0,1730.0,472.0,2.4866,INLAND,6.83,7.639404053662275
3583,-118.28,33.96,23.0,1983.0,611.0,2048.0,600.0,1.5313,<1H OCEAN,9.14,12.342137087066657
3584,-121.35,38.6,27.0,4314.0,611.0,1662.0,575.0,5.0997,INLAND,17.01,19.288082395317247
3585,-122.08,38.3,2.0,6718.0,858.0,2012.0,654.0,6.8872,INLAND,30.52,27.94868473017506
3586,-122.7,38.99,18.0,1177.0,224.0,181.0,105.0,2.3558,INLAND,13.47,21.634439741568
3587,-118.06,33.91,21.0,2863.0,701.0,1489.0,621.0,3.2031,<1H OCEAN,18.07,21.09904530734899
3588,-120.91,37.66,36.0,1320.0,255.0,720.0,232.0,2.6523,INLAND,7.629999999999999,10.795430276060754
3589,-117.68,33.59,12.0,3473.0,466.0,1569.0,450.0,8.8636,<1H OCEAN,31.4,37.02858780480145
3590,-118.22,34.66,17.0,3810.0,662.0,1867.0,586.0,4.9,INLAND,15.24,18.622262893216355
3591,-118.5,34.05,39.0,1487.0,163.0,414.0,160.0,15.0,<1H OCEAN,50.0001,50.0001
3592,-121.13,36.21,30.0,1484.0,414.0,1200.0,351.0,1.7548,<1H OCEAN,9.58,15.602620595053608
3593,-122.03,38.28,15.0,5114.0,833.0,2418.0,778.0,4.4882,INLAND,14.4,17.673815833954645
3594,-121.66,36.37,9.0,1580.0,287.0,465.0,208.0,6.1668,<1H OCEAN,40.58,36.78427600245254
3595,-118.4,34.13,32.0,8262.0,1156.0,2712.0,1125.0,10.5575,<1H OCEAN,50.0001,50.0001
3596,-117.29,33.05,28.0,1146.0,338.0,672.0,292.0,3.1667,NEAR OCEAN,30.0,22.27529354935746
3597,-121.21,38.67,19.0,2987.0,626.0,1610.0,605.0,3.0533,INLAND,11.21,10.338167614946716
3598,-117.16,32.74,52.0,852.0,262.0,389.0,249.0,2.6042,NEAR OCEAN,22.5,28.252510258902916
3599,-118.45,34.0,43.0,1606.0,408.0,862.0,354.0,3.9619999999999997,<1H OCEAN,34.58,26.982025193182082
3600,-122.3,41.31,29.0,4059.0,787.0,1700.0,702.0,2.4526,INLAND,9.71,6.425368929613191
3601,-122.14,37.74,52.0,1071.0,201.0,440.0,192.0,4.0662,NEAR BAY,20.42,27.275318979916925
3602,-118.17,34.02,41.0,676.0,216.0,851.0,199.0,2.3077,<1H OCEAN,14.06,15.20630687548178
3603,-118.53,34.44,19.0,1285.0,195.0,650.0,193.0,6.0398,<1H OCEAN,21.78,26.46818976979463
3604,-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,NEAR BAY,16.29,20.716724270774726
3605,-121.9,38.0,14.0,1930.0,363.0,990.0,322.0,4.1094,INLAND,16.22,16.424279167472893
3606,-120.06,36.95,24.0,646.0,134.0,454.0,149.0,2.125,INLAND,6.190000000000001,5.599044743014716
3607,-121.46,38.55,40.0,2077.0,435.0,1454.0,385.0,2.0074,INLAND,5.6999999999999975,6.434036182718197
3608,-118.47,34.01,44.0,2017.0,343.0,958.0,382.0,6.1014,<1H OCEAN,48.01,33.179589430598945
3609,-122.69,38.44,40.0,1449.0,281.0,636.0,295.0,2.7222,<1H OCEAN,16.12,21.48973073295801
3610,-122.35,37.57,52.0,2170.0,269.0,784.0,274.0,10.4286,NEAR OCEAN,50.0001,50.0001
3611,-123.32,40.43,15.0,661.0,146.0,131.0,57.0,0.4999,INLAND,5.67,6.027781704720457
3612,-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,NEAR OCEAN,26.82,27.632211766758555
3613,-118.44,34.03,37.0,975.0,189.0,489.0,202.0,4.2434,<1H OCEAN,33.1,25.464662395171494
3614,-118.31,34.06,31.0,2827.0,1084.0,3107.0,993.0,2.0278,<1H OCEAN,36.0,18.477706369650633
3615,-117.67,34.09,17.0,4418.0,1256.0,2417.0,1094.0,2.7266,INLAND,10.1,15.981806184568994
3616,-120.45,36.85,20.0,1519.0,376.0,1681.0,370.0,2.1759,INLAND,5.809999999999997,5.460900206157804
3617,-120.86,35.4,21.0,2787.0,641.0,1106.0,501.0,2.7043,NEAR OCEAN,18.62,24.219728921843654
3618,-117.71,34.15,17.0,17715.0,2370.0,7665.0,2312.0,7.9068,INLAND,34.91,31.005488916763774
3619,-121.94,36.98,21.0,3520.0,831.0,1486.0,753.0,3.0905,NEAR OCEAN,26.43,25.564216810194733
3620,-118.45,34.2,18.0,2729.0,800.0,2099.0,742.0,2.5842,<1H OCEAN,23.08,17.57376128556316
3621,-121.88,36.6,30.0,1671.0,469.0,760.0,375.0,2.5164,<1H OCEAN,17.81,25.329440637365764
3622,-118.24,34.23,43.0,1061.0,208.0,514.0,208.0,6.01,<1H OCEAN,25.42,32.16272073435077
3623,-117.81,33.56,24.0,6258.0,1003.0,1730.0,752.0,10.9601,<1H OCEAN,50.0001,50.0001
3624,-118.47,34.25,34.0,1732.0,399.0,1120.0,401.0,4.1492,<1H OCEAN,19.57,23.516471865244014
3625,-118.42,34.18,40.0,1013.0,150.0,449.0,166.0,5.7143,<1H OCEAN,38.24,29.541356393825026
3626,-121.31,38.72,11.0,2306.0,420.0,1308.0,418.0,3.9506,INLAND,12.22,10.726186811584355
3627,-122.45,37.74,38.0,5688.0,930.0,2263.0,908.0,6.202999999999999,NEAR BAY,34.68,34.813943086264025
3628,-118.27,34.06,25.0,1714.0,1176.0,3723.0,1036.0,1.3241,<1H OCEAN,11.25,22.495291159703847
3629,-119.6,36.56,36.0,738.0,168.0,737.0,186.0,1.4415,INLAND,5.440000000000001,2.080951594047985
3630,-120.45,34.97,25.0,1920.0,380.0,1434.0,388.0,3.0368,<1H OCEAN,12.93,18.745729470943004
3631,-121.37,38.68,34.0,1086.0,187.0,663.0,190.0,3.3074,INLAND,8.42,9.418095730847565
3632,-118.25,34.09,43.0,1903.0,635.0,1919.0,613.0,2.6336,<1H OCEAN,17.43,19.77035813224663
3633,-121.09,38.97,13.0,1467.0,221.0,688.0,231.0,5.2536,INLAND,19.19,14.69264074391575
3634,-118.31,34.1,40.0,4984.0,2158.0,4828.0,2028.0,1.6903,<1H OCEAN,35.0,23.609197574639985
3635,-118.42,34.04,51.0,1975.0,348.0,771.0,357.0,6.626,<1H OCEAN,50.0001,38.5789414331213
3636,-118.2,34.11,36.0,1441.0,534.0,1809.0,500.0,2.1793,<1H OCEAN,18.57,16.737689785704152
3637,-116.99,32.81,25.0,4436.0,758.0,1997.0,738.0,4.2386,<1H OCEAN,20.1,23.46662421133651
3638,-119.02,35.33,26.0,3691.0,826.0,2072.0,827.0,2.1553,INLAND,8.47,11.744663012613465
3639,-117.24,33.19,19.0,1569.0,351.0,1035.0,352.0,2.9191,<1H OCEAN,15.94,15.79628837323109
3640,-121.37,38.57,22.0,4899.0,847.0,1701.0,826.0,5.2449,INLAND,38.7,23.949938715401494
3641,-117.77,34.06,27.0,2178.0,629.0,2379.0,591.0,1.9766,INLAND,10.8,7.941202865269641
3642,-118.18,33.83,45.0,1535.0,274.0,591.0,276.0,4.2411,NEAR OCEAN,37.17,28.310095361910083
3643,-117.78,33.68,19.0,2500.0,331.0,1027.0,327.0,6.115,<1H OCEAN,31.56,27.990755376779674
3644,-117.64,33.68,4.0,5687.0,970.0,2677.0,938.0,6.5069,<1H OCEAN,24.34,29.10898663691949
3645,-122.69,37.91,43.0,1730.0,326.0,629.0,279.0,4.3194,NEAR OCEAN,23.87,30.250702444663332
3646,-118.48,34.0,29.0,1727.0,479.0,741.0,431.0,3.6121,<1H OCEAN,50.0,28.986177506256322
3647,-117.31,34.35,9.0,2404.0,390.0,1074.0,359.0,5.0198,INLAND,15.19,16.64065881552718
3648,-118.04,33.75,16.0,3757.0,650.0,1291.0,614.0,5.2001,<1H OCEAN,23.56,30.318223893872364
3649,-121.38,38.68,35.0,1643.0,298.0,831.0,305.0,4.0673,INLAND,8.42,15.343371252721308
3650,-121.78,37.31,25.0,2093.0,297.0,983.0,338.0,6.4664,<1H OCEAN,27.15,30.76452407231161
3651,-122.29,37.56,36.0,805.0,140.0,445.0,139.0,5.8221,NEAR BAY,28.94,28.94003065992204
3652,-122.2,40.26,15.0,2102.0,358.0,957.0,371.0,3.1908,INLAND,13.79,8.252113335896775
3653,-122.28,37.52,29.0,1526.0,355.0,724.0,315.0,4.0313,NEAR OCEAN,43.52,26.913898698197567
3654,-117.07,32.79,25.0,2489.0,314.0,911.0,309.0,7.8336,NEAR OCEAN,27.76,36.625805966403234
3655,-117.99,33.69,12.0,2480.0,858.0,1441.0,788.0,1.6705,<1H OCEAN,35.0,19.425612021630414
3656,-117.38,34.13,23.0,1326.0,300.0,722.0,263.0,2.1856,INLAND,10.78,9.082010013825988
3657,-119.77,36.73,44.0,1960.0,393.0,1286.0,381.0,2.1518,INLAND,5.300000000000001,8.01768537331179
3658,-117.71,34.09,36.0,2637.0,476.0,1385.0,483.0,4.1739,INLAND,15.87,18.056784002908532
3659,-121.99,38.34,13.0,3252.0,610.0,1915.0,631.0,4.2137,INLAND,15.17,15.45975504470358
3660,-121.13,37.47,37.0,1995.0,448.0,1559.0,443.0,2.1833,INLAND,9.27,9.127181578065603
3661,-122.26,37.38,28.0,1103.0,164.0,415.0,154.0,7.8633,NEAR OCEAN,50.0001,40.04817672902588
3662,-118.28,34.01,48.0,483.0,190.0,775.0,188.0,2.3309,<1H OCEAN,12.66,18.028362889785907
3663,-121.82,37.25,24.0,3344.0,531.0,1768.0,541.0,5.8305,<1H OCEAN,24.56,28.224175980095897
3664,-117.18,32.8,30.0,2456.0,390.0,1022.0,393.0,3.8542,NEAR OCEAN,19.85,22.727312881528036
3665,-120.79,37.41,35.0,2436.0,466.0,1730.0,469.0,2.2071,INLAND,8.59,7.254344309747074
3666,-122.14,37.7,17.0,1463.0,292.0,695.0,330.0,4.5859,NEAR BAY,18.72,25.615214683095058
3667,-122.01,37.37,25.0,2213.0,360.0,1066.0,390.0,7.2165,<1H OCEAN,36.09,35.358980108708344
3668,-122.07,37.66,28.0,2280.0,610.0,1255.0,587.0,2.6719,NEAR BAY,16.12,20.9521207884023
3669,-119.78,36.76,50.0,1343.0,322.0,1063.0,342.0,1.75,INLAND,4.98,7.601917990055183
3670,-122.47,37.75,49.0,2747.0,472.0,1281.0,448.0,5.482,NEAR BAY,36.63,31.040413311441256
3671,-121.38,38.7,25.0,3919.0,764.0,2203.0,783.0,2.2402,INLAND,8.95,7.345979399772656
3672,-118.35,34.1,24.0,5477.0,1803.0,2863.0,1755.0,1.845,<1H OCEAN,23.75,24.361385995610306
3673,-121.95,37.24,32.0,1382.0,239.0,705.0,251.0,6.0957,<1H OCEAN,40.54,31.630677834133486
3674,-119.2,34.27,8.0,4942.0,1173.0,3012.0,1033.0,3.445,NEAR OCEAN,20.34,21.113154299576095
3675,-122.04,37.59,14.0,1727.0,302.0,1116.0,273.0,5.3428,NEAR BAY,24.36,22.388367646872563
3676,-118.85,34.21,25.0,1328.0,209.0,691.0,228.0,4.9234,<1H OCEAN,24.14,24.672092260192244
3677,-121.98,37.28,27.0,3526.0,589.0,1725.0,553.0,5.7812,<1H OCEAN,27.5,29.899834136089083
3678,-117.16,32.71,52.0,845.0,451.0,1230.0,375.0,1.0918,NEAR OCEAN,2.25,19.940205541476907
3679,-118.62,34.06,25.0,3546.0,584.0,1530.0,601.0,7.4001,NEAR OCEAN,50.0001,37.022841174531706
3680,-118.42,34.26,36.0,973.0,221.0,1086.0,218.0,3.4519,<1H OCEAN,14.33,15.934048357682503
3681,-118.35,34.01,33.0,3246.0,601.0,1585.0,603.0,3.6629,<1H OCEAN,35.32,22.560769234855204
3682,-118.16,34.16,52.0,1576.0,239.0,696.0,249.0,6.07,<1H OCEAN,26.18,31.749699454723846
3683,-118.3,33.73,47.0,2852.0,603.0,1130.0,560.0,4.194,NEAR OCEAN,29.39,30.663977569324146
3684,-118.16,34.09,52.0,1722.0,448.0,1122.0,425.0,3.1204,<1H OCEAN,22.4,22.365262364813706
3685,-118.57,34.2,36.0,2559.0,469.0,1358.0,445.0,4.5568,<1H OCEAN,20.15,24.960859310070873
3686,-122.03,36.97,52.0,403.0,72.0,200.0,73.0,1.6923,NEAR OCEAN,26.25,17.600339335381506
3687,-118.42,34.2,34.0,161.0,48.0,66.0,33.0,1.0,<1H OCEAN,18.75,16.727110300334438
3688,-122.25,37.77,43.0,4329.0,1110.0,2086.0,1053.0,2.975,NEAR BAY,24.34,25.794439981285535
3689,-117.75,33.84,16.0,3491.0,502.0,1496.0,509.0,6.6207,<1H OCEAN,27.05,29.66958892077556
3690,-122.24,37.47,40.0,1504.0,270.0,689.0,287.0,6.1244,NEAR OCEAN,30.88,34.47520827224712
3691,-122.5,37.76,46.0,2226.0,480.0,1272.0,468.0,4.2644,NEAR OCEAN,28.41,27.199173116935576
3692,-122.36,37.56,32.0,4684.0,540.0,1512.0,511.0,15.0001,NEAR OCEAN,50.0001,50.0001
3693,-118.32,34.11,42.0,2462.0,543.0,857.0,482.0,4.0833,<1H OCEAN,43.44,31.068971300044666
3694,-121.27,38.62,13.0,2321.0,539.0,1066.0,497.0,2.7652,INLAND,9.56,11.832996316604083
3695,-122.07,37.71,36.0,2879.0,480.0,1235.0,455.0,4.9801,NEAR BAY,24.15,27.265861837985774
3696,-122.36,37.57,35.0,1774.0,205.0,588.0,207.0,10.7339,NEAR OCEAN,50.0001,50.0001
3697,-118.29,34.11,30.0,2774.0,570.0,1076.0,580.0,5.296,<1H OCEAN,50.0001,33.054538815909154
3698,-122.49,37.78,32.0,3028.0,815.0,1704.0,718.0,3.2028,NEAR BAY,32.29,23.76949532745122
3699,-116.87,32.72,13.0,3268.0,491.0,1431.0,503.0,5.7652,<1H OCEAN,25.99,26.863359973960666
3700,-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,NEAR BAY,13.75,19.34621855738001
3701,-118.32,34.07,25.0,2740.0,707.0,1420.0,664.0,3.5909,<1H OCEAN,40.45,24.691719024169355
3702,-118.29,33.93,32.0,1815.0,488.0,1715.0,475.0,1.7244,<1H OCEAN,11.12,12.783707685600785
3703,-118.12,34.69,27.0,3019.0,501.0,1580.0,523.0,3.7804,INLAND,11.35,14.21208243731822
3704,-117.88,33.55,27.0,2278.0,316.0,772.0,304.0,10.1275,<1H OCEAN,50.0001,48.326574069747664
3705,-122.48,37.78,52.0,2666.0,515.0,1362.0,494.0,4.218,NEAR BAY,39.38,26.741885215026294
3706,-117.16,32.75,34.0,1785.0,558.0,804.0,490.0,2.2687,NEAR OCEAN,20.0,24.898302618542214
3707,-117.32,33.25,7.0,8206.0,1523.0,4399.0,1423.0,3.6301,<1H OCEAN,17.09,18.44364617894108
3708,-118.3,34.07,26.0,2107.0,757.0,2660.0,740.0,2.3375,<1H OCEAN,28.23,16.697366739602028
3709,-120.72,38.24,32.0,2685.0,543.0,1061.0,492.0,2.5473,INLAND,10.16,12.57635394479314
3710,-117.03,32.95,19.0,4500.0,815.0,2456.0,782.0,4.5032,<1H OCEAN,16.89,21.999953973138243
3711,-118.28,34.0,42.0,855.0,284.0,890.0,247.0,1.2778,<1H OCEAN,11.25,13.411963489298326
3712,-118.09,33.84,27.0,1594.0,295.0,1061.0,320.0,4.7917,<1H OCEAN,21.77,22.462271157442824
3713,-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,INLAND,13.15,17.169317366848777
3714,-120.76,38.76,21.0,3509.0,606.0,1576.0,564.0,2.6392,INLAND,14.85,6.909576990996079
3715,-122.3,37.54,39.0,4292.0,1097.0,1758.0,987.0,2.9405,NEAR OCEAN,34.05,28.44020270745673
3716,-121.98,37.97,26.0,2738.0,428.0,1316.0,430.0,5.2442,INLAND,21.32,21.840801994277875
3717,-119.74,34.41,30.0,2365.0,417.0,1053.0,409.0,5.5959,NEAR OCEAN,34.62,32.696337153914456
3718,-117.28,33.18,16.0,3002.0,591.0,842.0,538.0,2.1205,NEAR OCEAN,15.73,22.453105017729378
3719,-118.15,33.91,35.0,574.0,116.0,610.0,147.0,3.3182,<1H OCEAN,13.33,14.17205310441769
3720,-117.19,32.82,35.0,1074.0,180.0,442.0,173.0,5.252999999999999,NEAR OCEAN,20.4,29.019637860588517
3721,-117.84,33.9,24.0,1723.0,223.0,707.0,219.0,7.0352,<1H OCEAN,29.96,31.38498310505539
3722,-121.86,37.41,16.0,2411.0,420.0,1671.0,442.0,6.5004,<1H OCEAN,26.36,27.863019029285876
3723,-119.45,36.59,28.0,1274.0,215.0,572.0,202.0,3.825,INLAND,8.42,14.12571884254788
3724,-121.26,37.99,27.0,429.0,102.0,179.0,90.0,2.3333,INLAND,8.75,14.178450586436185
3725,-118.2,33.77,24.0,2404.0,819.0,1566.0,753.0,1.5076,NEAR OCEAN,14.580000000000002,18.414573692619186
3726,-117.99,33.89,23.0,2111.0,306.0,979.0,288.0,8.5621,<1H OCEAN,34.78,37.31915427980482
3727,-116.98,32.86,16.0,7718.0,1423.0,4383.0,1394.0,4.0693,<1H OCEAN,14.64,20.77382365260104
3728,-116.44,33.77,18.0,4872.0,1110.0,955.0,656.0,2.2439,INLAND,9.75,18.689556553431032
3729,-117.04,32.65,8.0,8806.0,1401.0,3159.0,1059.0,4.2155,NEAR OCEAN,24.78,22.705175007404314
3730,-117.88,34.0,21.0,5459.0,1086.0,3394.0,1087.0,3.6308,<1H OCEAN,19.21,18.612390141866527
3731,-118.19,33.95,44.0,1436.0,271.0,850.0,269.0,3.2768,<1H OCEAN,17.91,19.488317083137
3732,-119.92,36.77,18.0,1422.0,243.0,702.0,230.0,3.6204,INLAND,11.98,12.170047104304489
3733,-118.18,33.87,38.0,2664.0,626.0,1627.0,604.0,3.7527,<1H OCEAN,16.19,23.673959667591905
3734,-118.32,34.06,52.0,983.0,246.0,578.0,204.0,5.7393,<1H OCEAN,50.0001,32.7339477479547
3735,-119.29,36.34,10.0,1832.0,455.0,1664.0,429.0,2.0227,INLAND,5.330000000000002,3.2622905994418225
3736,-117.2,33.72,16.0,5373.0,1079.0,1573.0,933.0,1.9912,<1H OCEAN,9.86,19.74917072585061
3737,-117.09,32.62,34.0,1576.0,364.0,1153.0,381.0,2.1955,NEAR OCEAN,12.97,15.085882488598351
3738,-117.91,33.81,18.0,1181.0,353.0,781.0,340.0,2.5625,<1H OCEAN,15.31,18.373317078531247
3739,-120.02,39.24,32.0,1347.0,444.0,825.0,303.0,1.8269,INLAND,22.5,4.009664356102807
3740,-119.27,34.26,23.0,3578.0,753.0,1455.0,649.0,4.1898,NEAR OCEAN,35.91,28.389113861438
3741,-121.81,37.38,29.0,570.0,76.0,244.0,72.0,12.3292,<1H OCEAN,41.67,50.0001
3742,-120.76,38.12,7.0,7188.0,1288.0,3175.0,1115.0,3.8488,INLAND,13.06,12.875349925618394
3743,-120.97,37.63,39.0,2360.0,607.0,2047.0,605.0,1.7054,INLAND,5.879999999999999,7.627319738154906
3744,-122.42,37.8,50.0,2494.0,731.0,958.0,712.0,3.2356,NEAR BAY,50.0001,34.05954758869121
3745,-118.24,33.96,30.0,859.0,221.0,912.0,191.0,1.9041,<1H OCEAN,10.51,11.140066259792802
3746,-118.7,34.3,27.0,1527.0,220.0,756.0,226.0,6.1825,<1H OCEAN,22.7,28.665232989162774
3747,-121.43,38.53,36.0,2430.0,426.0,1199.0,437.0,3.1667,INLAND,8.19,12.584968451543135
3748,-117.25,32.8,35.0,2281.0,506.0,1005.0,496.0,4.2296,NEAR OCEAN,27.5,28.561381077257096
3749,-117.09,32.62,37.0,1925.0,428.0,1344.0,426.0,2.4866,NEAR OCEAN,12.97,16.465041884835195
3750,-122.43,37.76,52.0,3771.0,1017.0,1575.0,921.0,3.5655,NEAR BAY,42.73,31.97233205185844
3751,-122.41,37.77,52.0,1963.0,565.0,1628.0,524.0,2.6083,NEAR BAY,19.38,20.460402355719683
3752,-118.25,33.9,42.0,1386.0,320.0,1163.0,319.0,2.4271,<1H OCEAN,8.95,15.446996834921698
3753,-118.57,34.17,31.0,1950.0,383.0,870.0,357.0,3.1875,<1H OCEAN,50.0001,21.80855418550694
3754,-122.03,37.0,30.0,2077.0,342.0,816.0,328.0,5.2078,NEAR OCEAN,44.05,31.083627947856005
3755,-118.25,33.96,43.0,1876.0,454.0,1571.0,458.0,2.0323,<1H OCEAN,11.25,14.668127696304003
3756,-117.0,33.74,8.0,5330.0,1529.0,2143.0,1107.0,2.1103,INLAND,9.44,13.820957459906445
3757,-122.06,37.67,22.0,3882.0,816.0,1830.0,743.0,4.2733,NEAR BAY,18.07,24.84102463265029
3758,-118.1,34.65,33.0,873.0,177.0,425.0,142.0,2.67,INLAND,18.75,12.062921818086572
3759,-118.98,35.36,15.0,1482.0,338.0,1059.0,279.0,1.2617,INLAND,4.27,3.12414830830118
3760,-117.86,34.14,33.0,2344.0,363.0,1098.0,359.0,6.2089,INLAND,28.34,25.406477006134345
3761,-122.39,37.72,45.0,2893.0,570.0,1923.0,535.0,3.6607,NEAR BAY,19.23,21.210932411877963
